,INDEX_,sub_smiles
3,192,O
4,192,CO
5,192,OCCCCCC3CCCCC3
6,192,O
0,193,CCCRn1ncnRc1=O
1,193,C
2,193,-c2cccRcc2
3,193,N3CCNRCC3
4,193,c4cccRcc4
5,193,OC[C@H]5CO[C@]RRO5
6,193,Cn6cncn6
7,193,c6cccRcc6L
8,193,L
0,194,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]R[C@H]R[C@H]1O
1,194,CO[P@@]RRO[P@]RRNPRRO
2,194,O
3,194,=O
4,194,O
5,194,=O
6,194,O
7,194,=O
8,194,O
0,195,CCC[C@H]RCRN[C@H]R[C@@H]RCC
1,195,NCR[C@@H]R[C@@H]RO
2,195,=O
3,195,CRN[C@@H]RCRN1CCC[C@H]1CRNCC
4,195,C
5,195,=O
6,195,NCR[C@H]R[C@@H]RCC
7,195,C
8,195,=O
9,195,CCCN=CRN
10,195,=O
11,195,=O
12,195,=O
13,195,NCR[C@@H]RCRC
14,195,C
15,195,N
16,195,=O
17,195,NCRCNCRCNRCR=O
18,195,C
19,195,=O
20,195,=O
21,195,C
22,195,C
0,196,NSRRCc1noc2ccccc12
1,196,=O
2,196,=O
0,197,FCRRCRP
1,197,F
2,197,F
3,197,L
0,198,CCRNCRNCRNc1cccRcc1
1,198,C
2,198,=N
3,198,=N
4,198,L
0,199,CCRCCCCn1cRc2cRnRc1=O
1,199,=O
2,199,=O
3,199,ncn2C
4,199,C
0,200,CCCSRRNc1cccRcRc1F
1,200,=O
2,200,=O
3,200,F
4,200,CRc2c[nH]c3nccRcc23
5,200,=O
6,200,-c4cccRcc4
7,200,L
0,201,CCC1RCRNCRNRC1=O
1,201,c2ccccc2
2,201,=O
3,201,=O
4,201,C
0,202,Nc1ncRc2ncRcnc2[nH]1
1,202,=O
2,202,CNc3cccRcc3
3,202,CRN[C@@H]RCRO
4,202,=O
5,202,CCCRO
6,202,=O
7,202,=O
0,203,OC[C@H]1O[C@@H]R[C@H]R[C@@H]1O
1,203,n2cnc3c2[NH+]=CN[C@H]3O
2,203,O
0,204,N#CC[C@H]Rn1ccRcn1
1,204,C1CCCC1
2,204,-c2ncnc3[nH]ccc23
0,205,Cc1ccRccRc1
1,205,NSRRc2ccccc2
2,205,OCCNc2cc[nH+]cc2
3,205,=O
4,205,=O
0,206,CCRC[C@H]RBRO
1,206,C
2,206,NCR[C@H]RNCRc1cnccn1
3,206,O
4,206,=O
5,206,Cc1ccccc1
6,206,=O
0,207,N=CRNc1cccRcc1
1,207,NO
2,207,L
0,208,O=CRC12CC3CCRC2
1,208,Cn1ccnc1
2,208,CCRC1
3,208,C3
0,209,Nc1ncnc2c1ncn2[C@@H]1O[C@H]R[C@@H]R[C@H]1O
1,209,COPRROPRROPRRO
2,209,O
3,209,=O
4,209,O
5,209,=O
6,209,O
7,209,=O
8,209,O
0,210,CCRO
1,210,C
0,211,CCSRRCCn1cRcnc1C
1,211,=O
2,211,=O
3,211,[N+]R[O-]
4,211,=O
0,212,CC1R[C@H]RCC[C@]1RCCC#CCRRCRRF
1,212,C
2,212,/C=C/C=C2C[C@@H]RC[C@H]RC2
3,212,C
4,212,O
5,212,CRRF
6,212,F
7,212,F
8,212,O
9,212,O
10,212,F
11,212,F
0,213,Lc1cccRcc1
1,213,CO[C@H]Rc2cccRcc2L
2,213,Cn2ccnc2
3,213,L
0,214,O=c1[nH]c2ccccc2n1CCCN1CCCRCC1
1,214,n2cR[nH]c3ccRccc32
2,214,=O
3,214,L
0,215,Cc1ccccRc1
1,215,Nc2ccncc2SRRNCRNCRC
2,215,=O
3,215,=O
4,215,=O
5,215,C
0,216,CCOc1cccRcRc1
1,216,OCC
2,216,NCRc2ccRcRcRc2
3,216,=O
4,216,C
5,216,OCCN
6,216,C
0,217,COc1ccccc1OCCNCCRCOc1cccc2[nH]c3ccccc3c12
1,217,O
0,218,N[C@@H]RCRO
1,218,CCCRN[C@@H]RCRNCCRO
2,218,=O
3,218,=O
4,218,CS
5,218,=O
6,218,=O
0,219,COCR[C@@H]1CC2=CCRCC[C@]2R[C@@]23O[C@@H]2C[C@@]2R[C@@H]R[C@H]13
1,219,=O
2,219,=O
3,219,C
4,219,C
5,219,CC[C@@]24CCCRO4
6,219,=O
0,220,CCc1cR[nH]c2c1CRCRCC2
1,220,C
2,220,=O
3,220,CN1CCOCC1
0,221,CCROCRCCC/C=C\C[C@H]1[C@@H]RC[C@@H]R[C@@H]1/C=C/[C@@H]RCOc1ccccRc1
1,221,C
2,221,=O
3,221,O
4,221,O
5,221,O
6,221,CRRF
7,221,F
8,221,F
0,222,O=CRCCCCCNCRCc1ccRcRcRc1
1,222,[O-]
2,222,=O
3,222,I
4,222,O
5,222,[N+]R[O-]
6,222,=O
0,223,O=C1CCCRCRN1
1,223,N2CRc3ccccc3C2=O
2,223,=O
3,223,=O
0,224,CCC[C@H]1COc2ccsc2CRN1
1,224,=N
0,225,CCCCCCCCCCRO[C@H]1CC[C@H]2[C@@H]3CCC4=CCRCC[C@@H]4[C@H]3CC[C@]12C
1,225,=O
2,225,=O
0,226,COc1ccRccc1-n1cncRc1
1,226,/C=C2\CCCNRC2=O
2,226,C
3,226,[C@@H]Rc3cccRcc3
4,226,C
5,226,F
0,227,C#CCNR[C@H]RCc1ccccc1
1,227,C
2,227,C
0,228,CCRRc1cccRcc1
1,228,C
2,228,C
3,228,CN2CCNRCC2
4,228,CRc3cccRcc3
5,228,c3ccccc3
6,228,L
0,229,CCNCRc1cn2ncncRc2c1C
1,229,=O
2,229,Nc3ccRccc3C
3,229,CRNOC
4,229,=O
0,230,COc1ccc2cRNRc1ccccc1S2
1,230,c1
2,230,C[C@H]RCNRC
3,230,C
4,230,C
0,231,CCRSCRN
1,231,C
2,231,=N
0,232,CCCN1C[C@H]RC[C@@H]2c3cccc4[nH]ccRC[C@H]21
1,232,CSC
2,232,c34
0,233,CC1=CRC2=[N+]3C1=Cc1cRcRc4n1[Fe-2]31n3cR=CC2=[N+]1CRCR=C2CRS
1,233,CCCRO
2,233,C
3,233,CRS
4,233,cRcRc3=C2
5,233,=C4
6,233,C
7,233,C
8,233,=O
9,233,C
10,233,C
11,233,CCCRO
12,233,=O
0,234,NSRRc1cccRcc1
1,234,=O
2,234,=O
3,234,F
0,235,C[C@H]R[C@H]RC1=Nc2cRncR[nH]c2NC1
1,235,O
2,235,O
3,235,O
4,235,=N
0,236,Oc1cccRcc1
1,236,OCc2ccccc2
0,237,Lc1ccccRc1L
1,237,-c2ccRn3nccc3n2
2,237,NCc3ccncc3
0,238,O=CRCn1cnc2ccRcRcc2c1=O
1,238,C[C@H]1NCCC[C@@H]1O
2,238,P
3,238,L
0,239,CCCRCRc1cccRcRc1
1,239,NCRC
2,239,O
3,239,O
4,239,O
5,239,C
0,240,COc1ccc2[nH]cRcRc2c1
1,240,I
2,240,CCNCR=O
3,240,C
0,241,CCCCCN=CR[C@H]RN=CRO
1,241,O
2,241,Cc1cccRc2ccccc12
3,241,C
4,241,NRc2ccccc2CRO
5,241,CRCRO
6,241,=O
7,241,=O
8,241,=O
0,242,O=C1CR=CRc2cccRcc21
1,242,c2cccRcc2
2,242,P
3,242,O
4,242,O
0,243,Cc1cc2nc3cR[nH]cRnc-3nRc2cc1C
1,243,=O
2,243,=O
3,243,C[C@H]R[C@H]R[C@H]RCOPRRO
4,243,O
5,243,O
6,243,O
7,243,=O
8,243,O
0,244,Cc1cnRcR[nH]c1=O
1,244,[C@H]2C=C[C@@H]RO2
2,244,=O
3,244,COPRRO
4,244,=O
5,244,O
0,245,OCRRC1CC2C=CC1C2
1,245,CCN1CCCCC1
2,245,c1ccccc1
0,246,OC[C@H]1OCR[C@H]R[C@@H]R[C@@H]1O[C@@H]1O[C@H]R[C@H]R[C@H]R[C@H]1O
1,246,O
2,246,O
3,246,O
4,246,CO
5,246,O
6,246,O
0,247,CO[C@@H]1O[C@H]R[C@@H]R[C@H]R[C@H]1NCR=O
1,247,CO
2,247,O
3,247,O
4,247,C
0,248,NCc1cccRcc1
1,248,NCRCRO
2,248,=O
3,248,=O
0,249,N=c1ncRc2ncnRc2[nH]1
1,249,O
2,249,[C@@H]3O[C@H]R[C@@H]R[C@H]3O
3,249,COPRROPRRNPRRO
4,249,O
5,249,=O
6,249,O
7,249,=O
8,249,O
9,249,=O
10,249,O
0,250,COc1ccRccRc1O
1,250,[C@@H]2c3cc4cROCO4
2,250,OC
3,250,cc3[C@@H]R[C@H]3COCR[C@H]23
4,250,O[C@@H]3O[C@@H]5CO[C@@H]RO[C@H]5[C@H]R[C@H]3O
5,250,=O
6,250,c6cccs6
7,250,O
0,251,C[C@@H]R[C@@H]Rc1cnc2ncR[nH]cRc2n1
1,251,O
2,251,O
3,251,N
4,251,=O
0,252,NSRRc1cc2cRNCNS2R=O
1,252,=O
2,252,=O
3,252,cc1L
4,252,=O
0,253,Cn1ccRc2ccRccc21
1,253,-c2cc3cccnc3[nH]2
2,253,CRNCRRCO
3,253,=O
4,253,C
5,253,C
0,254,CCOc1ccRcRcc1CRNC1CCNRCC1
1,254,N
2,254,[N+]R[O-]
3,254,=O
4,254,CC2CC=CCC2
5,254,=O
0,255,CN1CCC[C@@H]1Cc1c[nH]c2cccRcc12
1,255,CCSRRc3ccccc3
2,255,=O
3,255,=O
0,256,N=CRc1cccRcc1
1,256,N
2,256,CNCR[C@@H]2CCCN2CRCNC2CCCCCCC2
3,256,=O
4,256,=O
0,257,CN1CCNRCC1
1,257,CCCCN2CRCNRC2=O
2,257,=O
3,257,N=Cc3cccRo3
4,257,-c4cccRcc4
5,257,L
0,258,CCRNRCCNRc1cccRc2nonc12
1,258,=O
2,258,C
3,258,C
4,258,[N+]R[O-]
5,258,=O
0,259,CC[C@H]1OCR[C@H]RCR[C@H]R[C@@H]R[C@]RRC[C@@H]RCR[C@H]R[C@H]2N=CRO[C@]12C
1,259,=O
2,259,C
3,259,=O
4,259,C
5,259,O[C@@H]2O[C@H]RC[C@H]R[C@H]2O
6,259,C
7,259,OCC=Cc2cnc3ccccc3c2
8,259,C
9,259,=O
10,259,C
11,259,O
12,259,C
13,259,NRC
14,259,C
0,260,CCCNCRCRNc1ccccc1C
1,260,C
2,260,=O
0,261,CCRc1cRcRcRn1CC[C@@H]RC[C@@H]RCCRO
1,261,C
2,261,CRNc2ccccc2
3,261,-c2ccccc2
4,261,-c2cccRcc2
5,261,O
6,261,O
7,261,=O
8,261,=O
9,261,F
0,262,CCRO[C@H]1C[C@@H]2CC[C@@H]3[C@H]R[C@@]2RC[C@@H]1[N+]1RCCCCC1
1,262,=O
2,262,CC[C@@]4R[C@H]3C[C@H]R[C@@H]4OCR=O
3,262,C
4,262,C
5,262,C
6,262,[N+]3RCCCCC3
7,262,C
8,262,C
0,263,O=PRRCRRc1ccc2cccRcc2c1
1,263,O
2,263,O
3,263,F
4,263,F
5,263,CRRPRRO
6,263,F
7,263,F
8,263,=O
9,263,O
0,264,NCCNSRRc1cccRc2ccncc12
1,264,=O
2,264,=O
3,264,L
0,265,C[C@]RR[C@@H]RNc1cccRcRc1
1,265,O
2,265,COc1cccRcc1
3,265,O
4,265,C#N
5,265,CRRF
6,265,[N+]R[O-]
7,265,F
8,265,F
9,265,=O
0,266,O=C1Nc2cccRcc2CR=NC1O
1,266,L
2,266,c2ccccc2
0,267,N=CRc1ccc[n+]Rc1
1,267,O
2,267,[C@@H]2O[C@H]R[C@@H]R[C@H]2O
3,267,COPRROPRROC[C@H]3O[C@@H]R[C@H]R[C@@H]3O
4,267,O
5,267,=O
6,267,O
7,267,=O
8,267,[O-]
9,267,n4cnc5cRncnc54
10,267,OPRRO
11,267,N
12,267,=O
13,267,O
0,268,CCOCR[C@@H]RCCCRN[C@@H]RCRN[C@@H]Rc1ccccc1
1,268,=O
2,268,N
3,268,=O
4,268,CSCc1ccccc1
5,268,=O
6,268,CROCC
7,268,=O
0,269,CN1CRCN=CRc2ccRccc21
1,269,=O
2,269,c2ccccc2
3,269,L
0,270,CCc1ncRcRn1Cc1ccc2ocRcRc2c1
1,270,C2CC2
2,270,CR=O
3,270,-c3ccccc3NSRRCRRF
4,270,P
5,270,N
6,270,=O
7,270,=O
8,270,F
9,270,F
0,271,N[C@@H]RCc1ccRcRcc1F
1,271,CCRN1CCCCCN1CRc1ccccc1
2,271,F
3,271,F
4,271,=O
5,271,=O
0,272,CN1CCCRCC1
1,272,OCRc2ccccc2
2,272,c2ccccc2
0,273,Cc1cRoc2cRcccc2c1=O
1,273,-c2ccccc2
2,273,CROCCN3CCCCC3
3,273,=O
0,274,O=CRCNCRc1ncRc2ccccc2c1O
1,274,O
2,274,=O
3,274,L
0,275,CCCCCON=O
0,276,O=[V]R[O+]R[V]RR=O
1,276,[O-]
2,276,[V]RO[V]RRO[V]RR[O+]R[V]RR=O
3,276,=O
4,276,=O
5,276,=O
6,276,=O
7,276,=O
8,276,=O
9,276,=O
10,276,[V]R[O-]
11,276,=O
12,276,=O
13,276,=O
0,277,CNRCCC=C1c2ccccc2C=Cc2ccccc21
1,277,C
0,278,O=c1[nH]c2ccccc2n1C1CCNRCC1
1,278,CCCCRc2cccRcc2
2,278,c2cccRcc2
3,278,F
4,278,F
0,279,O=C1OCRRc2ccccc21
1,279,c2cccRcc2
2,279,c2cccRcc2
3,279,O
4,279,O
0,280,Cc1cnRcn1
1,280,-c2ccRccRc2
2,280,NCRc3cccRcRc3
3,280,CRRF
4,280,=O
5,280,C
6,280,Nc4ncccRn4
7,280,F
8,280,F
9,280,-c5cccnc5
0,281,CCCCCC[C@@H]RN=CO
1,281,C
0,282,Cc1nc2nRCCCC2O
1,282,cRc1CCN1CCCRCC1
2,282,=O
3,282,c3noc4ccRccc34
4,282,F
0,283,N=CRc1cccRcc1
1,283,N
2,283,C[C@@H]2CCCC[C@@H]RC2=O
3,283,Cc3cccRcc3
4,283,CRN
5,283,=N
0,284,O=C1CN=CRc2ccRccc2N1
1,284,c2ccccn2
2,284,P
0,285,N#Cc1cccRcc1
1,285,N/CRNCRc2ccccc2
2,285,=N\CCRO
3,285,c2ccccc2
4,285,=O
0,286,Cc1cc2nc3cR[nH]cRnc-3nRc2cc1C
1,286,=O
2,286,=O
3,286,C[C@H]R[C@H]R[C@H]RCOPRRO
4,286,O
5,286,O
6,286,O
7,286,=O
8,286,O
0,287,CCNRCCN1CRCN=CRc2ccRccc21
1,287,CC
2,287,=O
3,287,c2ccccc2F
4,287,L
0,288,CN1CCNRCC1
1,288,CRc2ccccc2
2,288,c2ccccc2
0,289,C[As]RSC[C@H]RCRO
1,289,C
2,289,N
3,289,=O
0,290,O/N=C/c1cccRc2ccccc12
1,290,-c2cccRcc2
2,290,O
0,291,CN1CCNRCC1
1,291,C2=Nc3ccRccc3Nc3ccccc32
2,291,L
0,292,CCOCRC1=CRNCR=CRC1c1ccccRc1
1,292,=O
2,292,C
3,292,C
4,292,CROC
5,292,[N+]R[O-]
6,292,=O
7,292,=O
0,293,CCCCCCCCCCRO[C@H]1CC[C@H]2[C@@H]3CCC4=CCRCC[C@@H]4[C@H]3CC[C@]12C
1,293,=O
2,293,=O
0,294,O=CRCRL
1,294,N[C@H]R[C@H]Rc1cccRcc1
2,294,L
3,294,CO
4,294,O
5,294,[N+]R[O-]
6,294,=O
0,295,COc1cccRcc1
1,295,SRRn2ccRc3ccRccc32
2,295,=O
3,295,=O
4,295,CCCRO
5,295,OC
6,295,=O
0,296,CCR[C@@H]1N=CR[C@H]RN=CR[C@@H]RN=CR[C@H]RN=CR[C@@H]RCSSC[C@@H]RN=C1O
1,296,C
2,296,O
3,296,CCCCN
4,296,O
5,296,Cc2c[nH]c3ccccc23
6,296,O
7,296,Cc2cccRcc2
8,296,O
9,296,N=CR[C@H]RCc2ccccc2
10,296,CR=N[C@@H]RCRO
11,296,O
12,296,O
13,296,N
14,296,O
15,296,Cc2c[nH]c3ccccc23
16,296,=N
0,297,OC[C@H]1O[C@@H]R[C@H]R[C@@H]1O
1,297,n2cnc3c2[NH+]=CN[C@H]3O
2,297,O
0,298,O=SRRNRc1cccRcc1
1,298,=O
2,298,c1ccccc1
3,298,CCRRF
4,298,CRRCRRF
5,298,F
6,298,F
7,298,O
8,298,CRRF
9,298,F
10,298,F
11,298,F
12,298,F
0,299,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H]Rc1ccnc2cccRcc12
1,299,O
2,299,OC
0,300,NCRc1cccRcc1
1,300,=O
2,300,Nc2ncRc3nc[nH]c3n2
3,300,OCC3CCCCC3
0,301,CCR[C@H]RCRO
1,301,C
2,301,NSRRc1ccc2cRsc1ccccc12
3,301,=O
4,301,=O
5,301,=O
6,301,c1
0,302,CNRCc1nnc2n1-c1cccRcc1CR=NC2
1,302,C
2,302,L
3,302,c1ccccc1
0,303,O=C1Cc2ccRcRcc2N1
1,303,CCN3CCNRCC3
2,303,L
3,303,c4nsc5ccccc45
0,304,CCOCRC1=CRNCR=CRC1c1ccccRc1
1,304,=O
2,304,C
3,304,C
4,304,CROC
5,304,[N+]R[O-]
6,304,=O
7,304,=O
0,305,O=PRRO[C@H]1[C@@H]R[C@@H]R[C@H]R[C@@H]R[C@@H]1OPRRO
1,305,O
2,305,O
3,305,O
4,305,OPRRO
5,305,O
6,305,OPRRO
7,305,=O
8,305,O
9,305,=O
10,305,O
11,305,=O
12,305,O
0,306,CCRN[C@H]RCRN1CCC[C@H]1CRN[C@@H]RBRO
1,306,=O
2,306,Cc1ccccc1
3,306,=O
4,306,=O
5,306,CCCN
6,306,O
0,307,Cc1ccccRc1
1,307,O
0,308,CCRCROc1cccRcc1[C@H]Rc1ccccc1
1,308,C
2,308,=O
3,308,CO
4,308,CCNRCRC
5,308,CRC
6,308,C
7,308,C
0,309,OCCRRF
1,309,F
2,309,F
0,310,Cc1cccRcc1
1,310,CRc2cccRn2C
2,310,=O
3,310,CCRO
4,310,=O
0,311,CC/CRc1ccccc1
1,311,=CRc1cccRcc1
2,311,\c1ccccc1
3,311,OCCNRC
4,311,C
0,312,N#CC1RCC1
1,312,NCR[C@H]RN[C@@H]RCRRF
2,312,=O
3,312,CSRRC[C@@H]2CCCRN2
4,312,c2cccRcc2
5,312,F
6,312,F
7,312,=O
8,312,=O
9,312,=O
10,312,F
0,313,CCCCROCOCRC1=CRNCR=CRC1c1ccccRc1L
1,313,=O
2,313,=O
3,313,C
4,313,C
5,313,CROC
6,313,L
7,313,=O
0,314,CCRC[C@H]RBRO
1,314,C
2,314,NCR[C@H]RNCRc1cnccn1
3,314,O
4,314,=O
5,314,Cc1ccccc1
6,314,=O
0,315,O=C1Nc2cccRcc2CR=NC1O
1,315,L
2,315,c2ccccc2L
0,316,O=C1CRCRNRN1c1ccccc1
1,316,CCSRc2ccccc2
2,316,=O
3,316,c2ccccc2
4,316,=O
0,317,Cc1ncRsc1-c1ccncRn1
1,317,N
2,317,Nc2ccccRc2
3,317,[N+]R[O-]
4,317,=O
0,318,Oc1ccc2ccRccc2c1
1,318,-c3noc4ccRccc34
2,318,O
0,319,Lc1ccc2nsnc2c1NC1=NCCN1
0,320,O=CCCCC[C@@H]1SC[C@@H]2NCRN[C@H]12
1,320,=O
0,321,CCOCRc1cccRnc1
1,321,=O
2,321,C#Cc2ccc3cRCRRCCS3
3,321,c2
4,321,C
5,321,C
0,322,CNRCCOCRc1ccccn1
1,322,C
2,322,c1cccRcc1
3,322,L
0,323,CCRCCCCn1cRc2cRnRc1=O
1,323,=O
2,323,=O
3,323,ncn2C
4,323,C
0,324,CC1RCC[C@@]2ROC1=O
1,324,C
2,324,CC[C@H]3[C@@H]4CCc5ccRccc5[C@H]4CC[C@@]32C
3,324,CR=O
4,324,N
0,325,O=CRC1=CC=CR[C@@H]R/C1=N\c1cccRcc1F
1,325,NOCCO
2,325,F
3,325,F
4,325,I
0,326,CNRCCNRc1ccccn1
1,326,C
2,326,Cc1ccccc1
0,327,CC1=CRC2=[N+]3C1=Cc1cRcRc4n1[Fe-2]31n3cR=CC2=[N+]1CRCR=C2CRS
1,327,CCCRO
2,327,C
3,327,CRS
4,327,cRcRc3=C2
5,327,=C4
6,327,C
7,327,C
8,327,=O
9,327,C
10,327,C
11,327,CCCRO
12,327,=O
0,328,O=[N+]ROCCRO[N+]R[O-]
1,328,[O-]
2,328,CO[N+]R[O-]
3,328,=O
4,328,=O
0,329,Cc1nnRc2c1cRc1ccRccc1n2O
1,329,C
2,329,=O
3,329,L
0,330,NCCCCCCRO
1,330,=O
0,331,COc1cc2cR-c1cccRcRcc1CRCC2
1,331,cRc1OC
2,331,OC
3,331,=O
4,331,NCR=O
5,331,OC
6,331,C
0,332,N[C@@H]RCRO
1,332,CCCRO
2,332,=O
3,332,=O
0,333,CCROc1ccccc1CRO
1,333,=O
2,333,=O
0,334,COc1ccRcRcc1CRN[C@@H]1CCNRC[C@@H]1OC
1,334,N
2,334,L
3,334,=O
4,334,CCCOc2cccRcc2
5,334,F
0,335,CCR[C@H]1SCR=NC1=O
1,335,C
2,335,Nc2ccccc2F
0,336,Lc1ccc2cRCR=NCc1nncn1-2
1,336,c1
2,336,c1ccccc1
0,337,C[C@]12CC[C@H]3[C@@H]R[C@@H]1CC[C@@H]2O
1,337,CC[C@@]45O[C@@H]4CR=CRC[C@]35C
2,337,O
3,337,C#N
0,338,CNRCROc1ccccRc1
1,338,CCCCCCCCCCNRCROc1ccccRc1
2,338,=O
3,338,[N+]RRC
4,338,C
5,338,=O
6,338,[N+]RRC
7,338,C
8,338,C
9,338,C
10,338,C
0,339,Nc1ccRc[nH]c1=O
1,339,-c2ccncc2
0,340,CCCRCCCRRO
1,340,=O
2,340,C
3,340,C
0,341,CCRC[C@H]RCR=N[C@H]1CCCNRCC1=O
1,341,C
2,341,N=CRc1cc2ccccc2o1
3,341,O
4,341,SRRc2ccccn2
5,341,O
6,341,=O
7,341,=O
0,342,O=CRc1ccRccc1O
1,342,O
2,342,/N=N/c2cccRcRc2
3,342,O
4,342,CRO
5,342,=O
0,343,C[C@@]1ROCRNRC1=O
1,343,c2cccRcc2F
2,343,=O
3,343,Nc2ccccc2
4,343,F
0,344,CCRC[C@H]1CRN2CCC[C@H]2[C@]2RO[C@]RRCRN12
1,344,C
2,344,=O
3,344,O
4,344,NCR[C@@H]3C=C4c5cccc6[nH]cRcRC[C@H]4NRC3
5,344,CRC
6,344,=O
7,344,=O
8,344,P
9,344,c56
10,344,C
11,344,C
0,345,Nc1nc2cccRcc2s1
1,345,OCRRF
2,345,F
3,345,F
0,346,CCNRCCOc1cccRcc1
1,346,CC
2,346,Cc2ccccc2
0,347,CCRn1ncRc2cRncnc21
1,347,C
2,347,-c2ccccRc2
3,347,N
4,347,O
0,348,Nc1cccRcc1
1,348,SRRc2cccRcc2
2,348,=O
3,348,=O
4,348,N
0,349,Oc1cccRcc1
1,349,[C@@H]2Oc3cccRcc3[C@@H]3CCC[C@@H]32
2,349,O
0,350,O=SRRc1cccc2ccccRc12
1,350,=O
2,350,O
3,350,Nc3ccccc3
0,351,N#C[C@H]Rc1nc2ccccc2s1
1,351,c1ccncRn1
2,351,NCCc2cccnc2
0,352,C[C@H]RCRN1CCC[C@H]1CRO
1,352,CS
2,352,=O
3,352,=O
0,353,Nc1ncRcs1
1,353,CCRNc2cccRcc2
2,353,=O
3,353,CCNC[C@H]Rc3ccccc3
4,353,O
0,354,C=Cc1cRc2n3c1CR=C1CRCRC4=Cc5cRcRc6n5[Fe+2]3Rn1cR=C2
1,354,C
2,354,c1ccccc1
3,354,C
4,354,C=C
5,354,C
6,354,CCCRO
7,354,N41
8,354,cRcRc1=C6
9,354,=O
10,354,C
11,354,CCCRO
12,354,=O
0,355,CCRC[C@H]RCRO
1,355,C
2,355,N
3,355,=O
0,356,O=CRc1ccccc1Nc1ccccRc1
1,356,O
2,356,CRRF
3,356,F
4,356,F
0,357,CCCCN1CCCCC1CRNc1cRcccc1C
1,357,=O
2,357,C
0,358,O=CRCNRCCRO
1,358,O
2,358,CCRO
3,358,=O
4,358,=O
0,359,N=CRc1ccc2[nH]cRnc2c1
1,359,N
2,359,-c3ccccRc3O
3,359,-c4ccccc4
0,360,COc1cc2cRC1CCRCRCN1CC2
1,360,cc1OC
2,360,=O
3,360,CCRC
4,360,C
0,361,Nc1ncnc2c1ncn2[C@@H]1O[C@H]R[C@@H]R[C@H]1O
1,361,COPRROPRROPRRO
2,361,O
3,361,=O
4,361,O
5,361,=O
6,361,O
7,361,=O
8,361,O
0,362,O=CRc1sccc1NCc1ccnc2ccccc12
1,362,Nc1cccRcc1
2,362,OCRRF
3,362,F
4,362,F
0,363,CNRCCCN1c2ccccc2Sc2ccccc21
1,363,C
0,364,CC1ROCRCR=C1c1cccRcc1
1,364,C
2,364,=O
3,364,OCC2CC2
4,364,SRR=O
5,364,C
6,364,=O
0,365,Lc1ccccc1Nc1nccRn2cncc12
1,365,-c2ccccc2
0,366,NCR=Nc1ncRcs1
1,366,N
2,366,-c2cccRs2
3,366,CNc3nc4ccccc4[nH]3
0,367,N[C@@H]RCRO
1,367,Cc1c[nH]c2ccccc12
2,367,=O
0,368,CCC1=C[C@@H]2CNRCc1cR[C@@]RRC2
1,368,C1
2,368,[nH]c3ccccc13
3,368,CROC
4,368,c1cc3cRNR[C@H]1[C@@]RR[C@H]R[C@]4RC=CCN5CC[C@]31[C@@H]54
5,368,=O
6,368,cc1OC
7,368,C
8,368,O
9,368,CROC
10,368,OCR=O
11,368,CC
12,368,=O
13,368,C
0,369,O=CRc1cc2ccRccc2[nH]1
1,369,N[C@@H]RCRN1CCRC1
2,369,L
3,369,Cc1ccccc1
4,369,=O
5,369,CRO
6,369,=O
0,370,FCRRCRP
1,370,F
2,370,F
3,370,L
0,371,CCn1c2ccccc2c2ccRccc21
1,371,CNC
0,372,Nc1ccnRcRn1
1,372,[C@H]2C[C@H]R[C@@H]RO2
2,372,=O
3,372,O
4,372,CO
0,373,CCN1CRNCRC1=O
1,373,=O
2,373,c2ccccc2
0,374,O=CRc1ccccRc1
1,374,Nc1cccRcRc1
2,374,[N+]R[O-]
3,374,Oc2cccRcRc2
4,374,NCRc2ccccRc2
5,374,=O
6,374,CRO
7,374,CRO
8,374,=O
9,374,[N+]R[O-]
10,374,=O
11,374,=O
12,374,=O
0,375,CC[C@H]RNCRCc1cRnRc2cccRcc12
1,375,CO
2,375,=O
3,375,C
4,375,CRc2cccRcc2
5,375,OC
6,375,=O
7,375,L
0,376,CN1CCn2c1nc1cRcRcRcRc12
1,376,P
2,376,P
3,376,P
4,376,P
0,377,O=C1Nc2cccRcc2CR=NC1O
1,377,L
2,377,c2ccccc2
0,378,O=CRCOCCN1CCNRCC1
1,378,O
2,378,CRc2cccRcc2
3,378,c2ccccc2
4,378,L
0,379,CCCCn1cRnc2cRncRnc21
1,379,Cc2ccc3cROCO3
2,379,N
3,379,F
4,379,c2
0,380,CCRCROc1cccRcc1[C@H]Rc1ccccc1
1,380,C
2,380,=O
3,380,CO
4,380,CCNRCRC
5,380,CRC
6,380,C
7,380,C
0,381,CCOCRCOc1ccc2cRC[C@@H]RCC2
1,381,=O
2,381,c1
3,381,NC[C@H]Rc1ccccRc1
4,381,O
5,381,L
0,382,c1cccRcc1
1,382,-p2cRc3cRCCCC3
2,382,-c3ccccn3
3,382,c2-c2ccccn2
0,383,O=CR[C@@H]RCc1ccccc1
1,383,O
2,383,O
0,384,OC[C@H]1O[C@@H]R[C@H]R[C@@H]R[C@@H]1O
1,384,O
2,384,O
3,384,O
0,385,COCCCC/CRc1cccRcc1
1,385,=N\OCCN
2,385,CRRF
3,385,F
4,385,F
0,386,CCR[C@H]RNc1ncRc2ncnRc2n1
1,386,C
2,386,CO
3,386,Nc2cccRcRc2
4,386,CRC
5,386,CRO
6,386,L
7,386,C
8,386,=O
